Locale Key	Facility Name	Address	City	State	ZIP Code	Area	District	NASS Code	Facility Type								
Y22324	MANASOTA	850 TALLEVAST RD	SARASOTA	FL	342605000	Southern (G)	Suncoast	342	Plant	 							
V25570	MANCHESTER	955 GOFFS FALLS RD STE 997	MANCHESTER	NH	031039997	Northeast (B)	Northern New England	030	Plant	 							
Y25758	MANKATO	851 SUMMIT AVE	MANKATO	MN	560012700	Western (E)	Northland	560	Plant	 							
X21743	MANSFIELD	200 N DIAMOND ST	MANSFIELD	OH	449019997	Eastern (C)	Northern Ohio	448	Plant	 							
X28838	MARTINSBURG	1355 OLD COURTHOUSE SQ	MARTINSBURG	WV	254049905	Eastern (C)	Appalachian	254	Plant	 							
W22264	MCALESTER	123 EXPRESS LN	MCALESTER	OK	745019997	Southern (G)	Oklahoma	745AN	Plant	 							
W24660	MCALLEN	620 E PECAN BLVD	MCALLEN	TX	785019997	Southern (G)	Rio Grande	785	Plant	 							
Z15248	MEDFORD	2195 SAGE RD	MEDFORD	OR	975011357	Western (E)	Portland	975	Plant	 							
X25496	MEMPHIS	555 S 3RD ST	MEMPHIS	TN	381017501	Eastern (C)	Tennessee	380	Plant	 							
X25497	MEMPHIS NDC	1921 ELVIS PRESLEY BLVD	MEMPHIS	TN	381369997	Eastern (C)	Tennessee	38Z	NDC	 							
Y13992	MERIDIAN	2100 9TH ST	MERIDIAN	MS	393019998	Southern (G)	Mississippi	393	Plant	 							
Y22387	MIAMI	2200 NW 72ND AVE STE 200	MIAMI	FL	331529997	Southern (G)	South Florida	331	Plant	 							
Y22388	MIAMI	2200 NW 72ND AVE STE 514	MIAMI	FL	331529998	Southern (G)	South Florida	33152	Delivery Unit	 							
010600	MICHIGAN METROPLEX	711 N GLENWOOD AVE	PONTIAC	MI	483409991	Great Lakes (J)	Detroit	480	Plant	 							
Y22406	MID FLORIDA	800 RINEHART RD	MID FLORIDA	FL	327998802	Southern (G)	Suncoast	327	Plant	 							
V14657	MID HUDSON	99 ENTERPRISE DR	NEWBURGH	NY	125558302	Northeast (B)	Westchester	125	Plant	 							
V18928	MID ISLAND	160 DURYEA RD	MELVILLE	NY	117473832	Northeast (B)	Long Island	117	Plant	 							
W17241	MID MISSOURI	11450 S AIRPORT DR	COLUMBIA	MO	652999997	Great Lakes (J)	Gateway	650	Plant	 							
V22061	MIDDLESEX ESSEX	76 MAIN ST	NORTH READING	MA	018897001	Northeast (B)	Greater Boston	018	Plant	 							
W24719	MIDLAND	10000 LOOP 40	MIDLAND	TX	797119997	Southern (G)	Rio Grande	797	Plant	 							
008443	MIDWAY	2535 MIDWAY DR	SAN DIEGO	CA	921109995	Pacific (F)	San Diego	920AN	Plant	 							
Z13298	MILES CITY	106 N 7TH ST	MILES CITY	MT	593013147	Western (E)	Dakotas	593	Plant	 							
Y17679	MILWAUKEE	345 W SAINT PAUL AVE	MILWAUKEE	WI	532033017	Great Lakes (J)	Lakeland	530	Plant	 							
Y18537	MILWAUKEE PRIORITY ANNEX	7620 S 10TH ST	OAK CREEK	WI	531541912	Great Lakes (J)	Lakeland	530PC	Annex	 							
Y25844	MINNEAPOLIS	100 S 1ST ST	MINNEAPOLIS	MN	554011041	Western (E)	Northland	553	Plant	 							
Y26253	MINNEAPOLIS SAINT PAUL NDC	3165 LEXINGTON AVE S	EAGAN	MN	551212539	Western (E)	Northland	55Z	NDC	 							
W19147	MINOT	117 5TH AVE SW	MINOT	ND	587019997	Western (E)	Dakotas	587	Plant	 							
Z13303	MISSOULA	1100 W KENT AVE	MISSOULA	MT	598019952	Western (E)	Dakotas	598	Plant	 							
Y10806	MOBILE	4538 SHIPYARD RD	MOBILE	AL	366759998	Southern (G)	Alabama	365	Plant	 							
009166	MOBILE ANNEX	251 N ROYAL ST	MOBILE	AL	366029700	Southern (G)	Alabama	365AN	Annex	 							
W1A942	MOBRIDGE	404 N MAIN ST	MOBRIDGE	SD	576019997	Western (E)	Dakotas	576	Plant	 							
V18866	MONMOUTH	307 INDUSTRIAL WAY W	EATONTOWN	NJ	077999314	Eastern (C)	South Jersey	077	Plant	 							
Y10814	MONTGOMERY	6701 WINTON BLOUNT BLVD	MONTGOMERY	AL	361199998	Southern (G)	Alabama	360	Plant	 							
X13027	MUNCIE	4300 S COWAN RD	MUNCIE	IN	473029997	Great Lakes (J)	Greater Indiana	473	Plant	 							
W22301	MUSKOGEE	525 W OKMULGEE ST	MUSKOGEE	OK	744017532	Southern (G)	Oklahoma	744	Plant	 							
001160	NASHUA	10 CELINA AVE	NASHUA	NH	030639997	Northeast (B)	Northern New England	030PM	Annex	 							
X25565	NASHVILLE	525 ROYAL PKWY	NASHVILLE	TN	372299997	Eastern (C)	Tennessee	370	Plant	 							
X1A111	NEW CASTLE	435 S CASCADE ST	NEW CASTLE	PA	161089989	Eastern (C)	Western Pennsylvania	161	Plant	 							
V10697	NEW JERSEY NDC	80 COUNTY RD	JERSEY CITY	NJ	070979997	Northeast (B)	Northern New Jersey	07Z	NDC	 							
Y24218	NEW ORLEANS	701 LOYOLA AVE	NEW ORLEANS	LA	701139997	Southern (G)	Louisiana	700	Plant	 							
V19160	NEW YORK	341 9TH AVE RM 918	NEW YORK	NY	101999701	Northeast (B)	New York	100	Plant	 							
W1A064	NORFOLK	1100 S PINE INDUSTRIAL RD	NORFOLK	NE	687019997	Western (E)	Central Plains	687	Plant	 							
X27303	NORFOLK	600 CHURCH ST	NORFOLK	VA	235019908	Capital Metro (K)	Richmond	233	Plant	 							
W24934	NORTH HOUSTON	4600 ALDINE BENDER RD RM 224	NORTH HOUSTON	TX	773159997	Southern (G)	Houston	773	Plant	 							
X10915	NORTH METRO	1605 BOGGS RD	DULUTH	GA	300961876	Capital Metro (K)	Atlanta	300	Plant	 							
W1A071	NORTH PLATTE	1302 INDUSTRIAL AVE	NORTH PLATTE	NE	691019921	Western (E)	Central Plains	691	Plant	 							
008440	NORTH PRIORITY ANNEX	11085 KENWOOD RD	CINCINNATI	OH	452429906	Eastern (C)	Cincinnati	450AX	Annex	 							
W23331	NORTH TEXAS	951 W BETHEL RD	COPPELL	TX	750998888	Southern (G)	Dallas	750	Plant	 							
Y20640	NORTHEAST ARKANSAS	3405 MOORE RD	JONESBORO	AR	724019996	Southern (G)	Arkansas	724	Plant	 							
003313	NORTHERN NJ METRO	200 INDUSTRIAL AVE	TETERBORO	NJ	076999998	Northeast (B)	Northern New Jersey	076	Plant	 							
X29484	NORTHERN VA	8409 LEE HWY	MERRIFIELD	VA	220819700	Capital Metro (K)	Northern Virginia	220	Plant	 							
Y20402	NORTHWEST ARKANSAS	2300 S CITY LAKE RD	FAYETTEVILLE	AR	727019997	Southern (G)	Arkansas	727	Plant	 							
V28231	NORTHWEST BOSTON	200 SMITH ST	WALTHAM	MA	024510099	Northeast (B)	Greater Boston	024	Plant	 							
Z13630	NORTHWEST STATION	1224 W 21ST ST	CLOVIS	NM	881014126	Western (E)	Arizona	881	Plant	 							
Z22295	OAKLAND	1675 7TH ST	OAKLAND	CA	946150001	Pacific (F)	Bay Valley	945	Plant	 							
011036	OKLAHOMA CITY	4025 W RENO AVE	OKLAHOMA CITY	OK	731259403	Southern (G)	Oklahoma	730	Plant	 							
Z17233	OLYMPIA	717 76TH AVE SW	TUMWATER	WA	985019991	Western (E)	Seattle	985	Plant	 							
W1A092	OMAHA	1124 PACIFIC ST RM 212	OMAHA	NE	681089997	Western (E)	Central Plains	680	Plant	 							
Y22610	ORLANDO	10401 POST OFFICE BLVD	ORLANDO	FL	328628400	Southern (G)	Suncoast	328	Plant	 							
003322	ORLANDO LDC	2036 E LANDSTREET RD	ORLANDO	FL	328247938	Southern (G)	Suncoast	32H	Annex	 							
Y17792	OSHKOSH	1025 W 20TH AVE	OSHKOSH	WI	549029997	Great Lakes (J)	Lakeland	549	Plant	 							
Z22361	OXNARD	2901 CAMINO DEL SOL	OXNARD	CA	930308989	Pacific (F)	Sierra Coastal	930	Plant	 							
X15987	PADUCAH	300 S 4TH ST	PADUCAH	KY	420039997	Eastern (C)	Kentuckiana	420	Plant	 							
W14362	PALATINE	1300 E NORTHWEST HWY	PALATINE	IL	600959987	Great Lakes (J)	Lakeland	600	Plant	 							
W25062	PALESTINE	1213 N LINK ST	PALESTINE	TX	758039997	Southern (G)	Dallas	758	Plant	 							
Y22658	PANAMA CITY	1336 SHERMAN AVE	PANAMA CITY	FL	324019500	Southern (G)	North Florida	324	Plant	 							
X29000	PARKERSBURG	401 JULIANA ST	PARKERSBURG	WV	261019908	Eastern (C)	Appalachian	261	Plant	 							
Z17272	PASCO	3500 W COURT ST	PASCO	WA	993013800	Western (E)	Seattle	993	Plant	 							
Z15390	PENDLETON	104 SW DORION AVE	PENDLETON	OR	978012196	Western (E)	Portland	978	Plant	 							
Y22687	PENSACOLA	1400 W JORDAN ST	PENSACOLA	FL	325019996	Southern (G)	Gulf Atlantic	325	Plant	 							
W14426	PEORIA	95 STATE ST	PEORIA	IL	616019900	Great Lakes (J)	Central Illinois	615	Plant	 							
X29016	PETERSBURG	1 POSTAL SQ	PETERSBURG	WV	268479998	Eastern (C)	Appalachian	26847	Plant	 							
005918	PHILADELPHIA	7500 LINDBERGH BLVD	PHILADELPHIA	PA	191769997	Eastern (C)	Philadelphia Metropo	190	Plant	 							
X1A495	PHILADELPHIA NDC	1900 BYBERRY RD STE 1	PHILADELPHIA	PA	191169751	Eastern (C)	Philadelphia Metropo	19Z	NDC	 							
Z10745	PHOENIX	4949 E VAN BUREN ST	PHOENIX	AZ	850269672	Western (E)	Arizona	852	Plant	 							
Z10746	PHOENIX ASF	4949 E VAN BUREN ST RM 49	PHOENIX	AZ	850269816	Western (E)	Arizona	850	NDC	 							
004551	PHOENIX STC	620 N 47TH AVE	PHOENIX	AZ	850432814	Western (E)	Arizona	85H	Plant	 							
W1B018	PIERRE	225 S PIERRE ST STE 101	PIERRE	SD	575019997	Western (E)	Dakotas	575	Plant	 							
Y20971	PINE BLUFF	100 E 8TH AVE STE 105	PINE BLUFF	AR	716019990	Southern (G)	Arkansas	716	Plant	 							
X1A541	PITTSBURGH	1001 CALIFORNIA AVE RM 2057A	PITTSBURGH	PA	152909670	Eastern (C)	Western Pennsylvania	150	Plant	 							
X1A542	PITTSBURGH NDC	300 BRUSH CREEK RD	WARRENDALE	PA	150951002	Eastern (C)	Western Pennsylvania	15Z	NDC	 							
Z12818	POCATELLO	1750 FLANDRO DR	POCATELLO	ID	832021970	Western (E)	Salt Lake City	832	Annex	 							
W22403	PONCA CITY	402 E GRAND AVE	PONCA CITY	OK	746015405	Southern (G)	Oklahoma	746	Plant	 							
Y17848	PORTAGE	215 W CONANT ST	PORTAGE	WI	539019997	Great Lakes (J)	Lakeland	539	Plant	 							
Z15410	PORTLAND	715 NW HOYT ST	PORTLAND	OR	972088010	Western (E)	Portland	970	Plant	 							
W22409	POTEAU	115 N WITTE ST	POTEAU	OK	749533901	Southern (G)	Oklahoma	749	Plant	 							
V25935	PROVIDENCE	24 CORLISS ST REAR DOCK	PROVIDENCE	RI	029049799	Northeast (B)	Connecticut Valley	028	Plant	 							
Z17855	PROVO	936 S 250 E	PROVO	UT	846069997	Western (E)	Salt Lake City	846	Plant	 							
W14651	QUAD CITIES	7700 68TH ST	MILAN	IL	612649997	Western (E)	Hawkeye	612	Plant	 							
V13364	QUEENS	14202 20TH AVE	FLUSHING	NY	113513000	Northeast (B)	Triboro	110	Plant	 							
W14548	QUINCY	4330 POSTAL DR	QUINCY	IL	623059997	Great Lakes (J)	Gateway	623	Plant	 							
Y16259	RALEIGH	1 FLORETTA PL	RALEIGH	NC	276769900	Capital Metro (K)	Greensboro	275	Plant	 							
W1B046	RAPID CITY	500 EAST BLVD	RAPID CITY	SD	577019909	Western (E)	Dakotas	577	Plant	 							
W1B501	RAWLINS	106 5TH ST	RAWLINS	WY	823019997	Western (E)	Colorado/Wyoming	823	Plant	 							
Z22632	REDDING	2323 CHURN CREEK RD	REDDING	CA	960029997	Pacific (F)	Sacramento	960	Plant	 							
Z14577	RENO	2000 VASSAR ST	RENO	NV	895109991	Western (E)	Nevada Sierra	894	Plant	 							
Y17892	RHINELANDER	156 S COURTNEY ST	RHINELANDER	WI	545019997	Great Lakes (J)	Lakeland	545	Plant	 							
012546	RICHMOND	5801 TECHNOLOGY BLVD	SANDSTON	VA	231505016	Capital Metro (K)	Richmond	230	Plant	 							
W1B509	RIVERTON	501 E MAIN ST	RIVERTON	WY	825019996	Western (E)	Colorado/Wyoming	825	Plant	 							
X27548	ROANOKE	419 RUTHERFORD AVE NE	ROANOKE	VA	240229997	Eastern (C)	Appalachian	240	Plant	 							
V15731	ROCHESTER	1335 JEFFERSON RD	ROCHESTER	NY	146929901	Eastern (C)	Western New York	144	Plant	 							
Y26185	ROCHESTER	3939 VALLEYHIGH RD NW	ROCHESTER	MN	559012203	Western (E)	Northland	559	Plant	 							
001621	ROCHESTER L&DC	1700 LYELL AVE	ROCHESTER	NY	146062393	Eastern (C)	Western New York	144PM	Annex	 							
W1B513	ROCK SPRINGS	2829 COMMERCIAL WAY	ROCK SPRINGS	WY	829019997	Western (E)	Colorado/Wyoming	829	Plant	 							
W14657	ROCKFORD	5225 HARRISON AVE	ROCKFORD	IL	611259997	Great Lakes (J)	Lakeland	610	Plant	 							
Y16330	ROCKY MOUNT	327 E RALEIGH BLVD	ROCKY MOUNT	NC	278019908	Capital Metro (K)	Greensboro	278	Plant	 							
Z14089	ROSWELL	497 W BRASHER RD	ROSWELL	NM	882035353	Western (E)	Arizona	882	Plant	 							
Y21080	RUSSELLVILLE	203 S BOSTON AVE	RUSSELLVILLE	AR	728019907	Southern (G)	Arkansas	728	Plant	 							
Z22760	SACRAMENTO	3775 INDUSTRIAL BLVD	WEST SACRAMENTO	CA	957990199	Pacific (F)	Sacramento	956	Plant	 							
Y12713	SAGINAW	1233 S WASHINGTON AVE	SAGINAW	MI	486012503	Great Lakes (J)	Greater Michigan	486	Plant	 							
W17797	SAINT LOUIS	1720 MARKET ST RM 3025	SAINT LOUIS	MO	631559997	Great Lakes (J)	Gateway	630	Plant	 							
W17798	SAINT LOUIS NDC	5800 PHANTOM DR	HAZELWOOD	MO	630422487	Great Lakes (J)	Gateway	63Z	NDC	 							
013150	SAINT PAUL	3232 DENMARK AVE	SAINT PAUL	MN	551211366	Western (E)	Northland	550	Plant	 							
Y22836	SAINT PETERSBURG	3135 1ST AVE N	SAINT PETERSBURG	FL	337309997	Southern (G)	Suncoast	337	Plant	 							
Z15478	SALEM	1050 25TH ST SE	SALEM	OR	973012512	Western (E)	Portland	973	Plant	 							
Z11824	SALIDA	310 D ST	SALIDA	CO	812019997	Western (E)	Colorado/Wyoming	812	Plant	 							
W21349	SALINA	211 E ASH ST	SALINA	KS	674019942	Western (E)	Central Plains	674	Plant	 							
Z18841	SALT LAKE CITY ASF	1795 W 2100 S	SALT LAKE CITY	UT	841999781	Western (E)	Salt Lake City	840AN	NDC	 							
W26439	SAN ANTONIO	10410 PERRIN BEITEL RD	SAN ANTONIO	TX	782849991	Southern (G)	Rio Grande	780	Plant	 							
003572	SAN ANTONIO PRIORITY ANNEX	10410 PERRIN BEITEL RD BLDG 2	SAN ANTONIO	TX	782849907	Southern (G)	Rio Grande	780MP	Annex	 							
Z22788	SAN BERNARDINO	1900 W REDLANDS BLVD	SAN BERNARDINO	CA	924039996	Pacific (F)	San Diego	923	Plant	 							
Z22793	SAN DIEGO	11251 RANCHO CARMEL DR	SAN DIEGO	CA	921999992	Pacific (F)	San Diego	920	Plant	 							
Z22801	SAN FRANCISCO	1300 EVANS AVE STE 350	SAN FRANCISCO	CA	941888025	Pacific (F)	San Francisco	940	Plant	 							
Z24019	SAN FRANCISCO NDC	2501 RYDIN RD	RICHMOND	CA	948509751	Pacific (F)	Bay Valley	94Z	NDC	 							
Z22813	SAN JOSE	1750 LUNDY AVE	SAN JOSE	CA	951019998	Pacific (F)	Bay Valley	950	Plant	 							
V17273	SAN JUAN	585 AVE FD ROOSEVELT STE 370	SAN JUAN	PR	009369312	Northeast (B)	Caribbean	006	Plant	 							
Z22855	SANTA ANA	3101 W SUNFLOWER AVE	SANTA ANA	CA	927990101	Pacific (F)	Santa Ana	926	Plant	 							
Z23973	SANTA BARBARA	400 STORKE RD	GOLETA	CA	931999997	Pacific (F)	Sierra Coastal	931	Plant	 							
Z23707	SANTA CLARITA	28201 FRANKLIN PKWY	SANTA CLARITA	CA	913839997	Pacific (F)	Sierra Coastal	913	Plant	 							
X11113	SAVANNAH	210 BOURNE BLVD	SAVANNAH	GA	314089997	Southern (G)	Gulf Atlantic	313	Plant	 							
X1A956	SCRANTON	2800 STAFFORD AVE	SCRANTON	PA	185059997	Eastern (C)	Central Pennsylvania	184	Plant	 							
Z17427	SEATTLE	10700 27TH AVE S	SEATTLE	WA	981681831	Western (E)	Seattle	980	Plant	 							
Z17428	SEATTLE NDC	34301 9TH AVE S	FEDERAL WAY	WA	980036721	Western (E)	Seattle	98Z	NDC	 							
008251	SEATTLE PRIORITY MAIL ANNEX	22430 RUSSELL RD	KENT	WA	980324894	Western (E)	Seattle	981AN	Annex	 							
W1B525	SHERIDAN	101 E LOUCKS ST	SHERIDAN	WY	828019997	Western (E)	Colorado/Wyoming	828	Plant	 							
Y24453	SHREVEPORT	2400 TEXAS AVE	SHREVEPORT	LA	711029991	Southern (G)	Louisiana	710	Plant	 							
W11436	SIOUX CITY	2901 MURPHY DR	SIOUX CITY	IA	511119997	Western (E)	Hawkeye	510	Plant	 							
W1B107	SIOUX FALLS	4801 N 4TH AVE	SIOUX FALLS	SD	571049300	Western (E)	Dakotas	570	Plant	 							
Z14171	SOCORRO	124 PLAZA ST	SOCORRO	NM	878014577	Western (E)	Arizona	878	Plant	 							
X13618	SOUTH BEND	424 S MICHIGAN ST	SOUTH BEND	IN	466019997	Great Lakes (J)	Greater Indiana	465	Plant	 							
Y22915	SOUTH FLORIDA	16000 PINES BLVD	PEMBROKE PINES	FL	330829698	Southern (G)	South Florida	330	Plant	 							
011833	SOUTH FLORIDA L & DC	5500 NW 142ND ST	OPA LOCKA	FL	330549997	Southern (G)	South Florida	330PM	Annex	 							
V10103	SOUTH JERSEY	421 BENIGNO BLVD	BELLMAWR	NJ	080319997	Eastern (C)	South Jersey	080	Plant	 							
W12009	SOUTH SUBURBAN	6801 W 73RD ST	BEDFORD PARK	IL	604999997	Great Lakes (J)	Central Illinois	604	Plant	 							
X1B156	SOUTHEASTERN	1000 W VALLEY RD	SOUTHEASTERN	PA	193999992	Eastern (C)	Philadelphia Metropo	189	Plant	 							
V27604	SOUTHERN CT	24 RESEARCH PKWY	WALLINGFORD	CT	064929051	Northeast (B)	Connecticut Valley	064	Plant	 							
007387	SOUTHERN MAINE	79 POSTAL SERVICE WAY	SCARBOROUGH	ME	040747001	Northeast (B)	Northern New England	040	Plant	 							
V24400	SOUTHERN MARYLAND	9201 EDGEWORTH DR	CAPITOL HEIGHTS	MD	207909995	Capital Metro (K)	Capital	207	Plant	 							
Z17490	SPOKANE	2928 S SPOTTED RD	SPOKANE	WA	992249997	Western (E)	Seattle	990	Plant	 							
V22550	SPRINGFIELD	190 FIBERLOID ST	SPRINGFIELD	MA	011529900	Northeast (B)	Connecticut Valley	010	Plant	 							
W14964	SPRINGFIELD	2105 E COOK ST	SPRINGFIELD	IL	627039997	Great Lakes (J)	Gateway	625	Plant	 							
W17988	SPRINGFIELD	500 W CHESTNUT EXPY	SPRINGFIELD	MO	658019997	Western (E)	Mid-America	656	Plant	 							
V22551	SPRINGFIELD NDC	190 FIBERLOID ST	SPRINGFIELD	MA	011529706	Northeast (B)	Connecticut Valley	01Z	NDC	 							
008668	SPRINGFIELD NDC TRAY ANNEX	1800A PAGE BLVD	SPRINGFIELD	MA	011529305	Northeast (B)	Connecticut Valley	01ZAX	NDC	 							
V20670	STAMFORD	427 WEST AVE	STAMFORD	CT	069101002	Northeast (B)	Connecticut Valley	068	Plant	 							
V16366	STATEN ISLAND	550 MANOR RD	STATEN ISLAND	NY	103142912	Northeast (B)	Triboro	103	Plant	 							
X22985	STEUBENVILLE	150 N 3RD ST	STEUBENVILLE	OH	439529997	Eastern (C)	Northern Ohio	439	Plant	 							
V27378	SUBURBAN MARYLAND	16501 SHADY GROVE RD	GAITHERSBURG	MD	208989993	Capital Metro (K)	Capital	208	Plant	 							
008308	SUBURBAN MARYLAND ANNEX	15813 GAITHER DR	GAITHERSBURG	MD	208779997	Capital Metro (K)	Capital	208AN	Annex	 							
X11243	SWAINSBORO	211 W MORING ST	SWAINSBORO	GA	304019997	Southern (G)	Gulf Atlantic	304	Plant	 							
V16465	SYRACUSE	5640 E TAFT RD	SYRACUSE	NY	132209997	Northeast (B)	Albany	130	Plant	 							
Z17596	TACOMA	4001 S PINE ST	TACOMA	WA	984139997	Western (E)	Seattle	983	Plant	 							
Y23072	TALLAHASSEE	2800 S ADAMS ST	TALLAHASSEE	FL	323019996	Southern (G)	Gulf Atlantic	323	Plant	 							
Y23078	TAMPA	3501 BESSIE COLEMAN BLVD FL 2	TAMPA	FL	336305012	Southern (G)	Suncoast	335	Plant	 							
007646	TAMPA L&DC	1801 GRANT ST	TAMPA	FL	336056001	Southern (G)	Suncoast	335DC	Annex	 							
X23087	TOLEDO	435 S SAINT CLAIR ST	TOLEDO	OH	436019997	Eastern (C)	Northern Ohio	434	Plant	 							
W21614	TOPEKA	1410 NW GAGE BLVD	TOPEKA	KS	666182835	Western (E)	Central Plains	664	Plant	 							
Y12982	TRAVERSE CITY	1801 GARFIELD RD N	TRAVERSE CITY	MI	496969997	Great Lakes (J)	Greater Michigan	496	Plant	 							
V11574	TRENTON	680 US HIGHWAY 130	TRENTON	NJ	086509997	Eastern (C)	South Jersey	085	Plant	 							
Z14244	TRUTH OR CONSEQUENCES	1507 N DATE ST	TRUTH OR CONSEQUENCES	NM	879013717	Western (E)	Arizona	879	Plant	 							
Z10944	TUCSON	1501 S CHERRYBELL STRA	TUCSON	AZ	857269901	Western (E)	Arizona	856	Plant	 							
Z14246	TUCUMCARI	220 S 1ST ST	TUCUMCARI	NM	884012702	Western (E)	Arizona	884	Plant	 							
W22564	TULSA	2132 S 91ST EAST AVE	TULSA	OK	741419997	Southern (G)	Oklahoma	740	Plant	 							
Y14531	TUPELO	362 S THOMAS ST	TUPELO	MS	388019997	Southern (G)	Mississippi	388	Plant	 							
Y11200	TUSCALOOSA	3201 SKYLAND BLVD E	TUSCALOOSA	AL	354059995	Southern (G)	Alabama	354	Plant	 							
V16642	UTICA	100 PITCHER ST	UTICA	NY	135049998	Northeast (B)	Albany	133	Plant	 							
W26196	WACO	430 W STATE HIGHWAY 6	WACO	TX	767020009	Southern (G)	Rio Grande	766	Plant	 							
W26197	WACO	430 W STATE HIGHWAY 6	WACO	TX	767029998	Southern (G)	Rio Grande	76702	Delivery Unit	 							
Y26241	WAITE PARK	517 10TH AVE S	WAITE PARK	MN	563871519	Western (E)	Northland	563	Plant	 							
V21176	WASHINGTON	900 BRENTWOOD RD NE	WASHINGTON	DC	200189992	Capital Metro (K)	Capital	200	Plant	 							
V24594	WASHINGTON NDC	9201 EDGEWORTH DR	CAPITOL HEIGHTS	MD	207999997	Capital Metro (K)	Capital	20Z	NDC	 							
W11692	WATERLOO	300 SYCAMORE ST	WATERLOO	IA	507014649	Western (E)	Hawkeye	506	Plant	 							
Y18274	WAUSAU	400 CRESKE AVE	ROTHSCHILD	WI	544747955	Great Lakes (J)	Lakeland	544	Plant	 							
X11353	WAYCROSS	601 TEBEAU ST	WAYCROSS	GA	315019905	Southern (G)	North Florida	315	Plant	 							
Z17710	WENATCHEE	3075 OHME RD	WENATCHEE	WA	988019777	Western (E)	Seattle	988	Plant	 							
Y23233	WEST PALM BEACH	3200 SUMMIT BLVD	WEST PALM BEACH	FL	334163524	Southern (G)	South Florida	334	Plant	 							
V19219	WESTCHESTER	1000 WESTCHESTER AVE	WHITE PLAINS	NY	106101000	Northeast (B)	Westchester	105	Plant	 							
V16969	WESTERN NASSAU	830 STEWART AVE	GARDEN CITY	NY	115999900	Northeast (B)	Long Island	115	Plant	 							
W1B569	WHEATLAND	852 WALNUT ST	WHEATLAND	WY	822019997	Western (E)	Colorado/Wyoming	822	Plant	 							
009538	WHEELER STREET ANNEX	1201 S WHEELER ST	SAGINAW	MI	486021249	Great Lakes (J)	Greater Michigan	486AN	Annex	 							
X29366	WHEELING	2501 CHAPLINE ST	WHEELING	WV	260039787	Eastern (C)	Western Pennsylvania	260	Plant	 							
V27270	WHITE RIVER JUNCTION	195 SYKES MOUNTAIN AVE	WHITE RIVER JUNCTION	VT	050019997	Northeast (B)	Northern New England	050	Plant	 							
W21758	WICHITA	7117 W HARRY ST	WICHITA	KS	672769949	Western (E)	Central Plains	670	Plant	 							
W26324	WICHITA FALLS	1343 HATTON RD	WICHITA FALLS	TX	763029995	Southern (G)	Ft Worth	763	Annex	 							
W19409	WILLISTON	120 E BROADWAY	WILLISTON	ND	588019997	Western (E)	Dakotas	588	Plant	 							
V21380	WILMINGTON	147 QUIGLEY BLVD	NEW CASTLE	DE	197204183	Eastern (C)	South Jersey	197	Plant	 							
X28011	WINCHESTER	340 N PLEASANT VALLEY RD	WINCHESTER	VA	226019992	Capital Metro (K)	Northern Virginia	22601	Plant	 							
Z13479	WOLF POINT	131 FRONT ST	WOLF POINT	MT	592019997	Western (E)	Dakotas	592	Plant	 							
W22648	WOODWARD	2020 WILLIAMS AVE	WOODWARD	OK	738019903	Southern (G)	Oklahoma	738	Plant	 							
W1B576	WORLAND	119 N 7TH ST	WORLAND	WY	824019997	Western (E)	Colorado/Wyoming	824	Plant	 							
Z17763	YAKIMA	205 W WASHINGTON AVE	YAKIMA	WA	989039995	Western (E)	Seattle	989	Plant	 							
X29488	YOUNGSTOWN	99 S WALNUT ST RM 289	YOUNGSTOWN	OH	445019993	Eastern (C)	Northern Ohio	444	Plant	 							
